track.album.album_type,track.album.external_urls.spotify,track.album.name,track.album.release_date,track.album.total_tracks,track.artists,track.duration_sec,track.id,track.name,track.popularity,context.type,context.href,context.external_urls.spotify,context.uri,artist_names
album,https://open.spotify.com/album/6Dl92Rb1qVMsN0cBzTVwMU,Vibes Don't Lie,2023-07-07,7,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7vwwjn0kTEsI82Gj6HGypO'}, 'href': 'https://api.spotify.com/v1/artists/7vwwjn0kTEsI82Gj6HGypO', 'id': '7vwwjn0kTEsI82Gj6HGypO', 'name': 'Skeete', 'type': 'artist', 'uri': 'spotify:artist:7vwwjn0kTEsI82Gj6HGypO'}]",134.716,06mtMKkZiwzA1BHCTb1IBy,Set It Arff,55,,,,,['Skeete']
album,https://open.spotify.com/album/4iqbFIdGOTzXeDtt9owjQn,WE DON'T TRUST YOU,2024-03-22,17,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1RyvyyTE3xzB2ZywiAwp0i'}, 'href': 'https://api.spotify.com/v1/artists/1RyvyyTE3xzB2ZywiAwp0i', 'id': '1RyvyyTE3xzB2ZywiAwp0i', 'name': 'Future', 'type': 'artist', 'uri': 'spotify:artist:1RyvyyTE3xzB2ZywiAwp0i'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0iEtIxbK0KxaSlF7G42ZOp'}, 'href': 'https://api.spotify.com/v1/artists/0iEtIxbK0KxaSlF7G42ZOp', 'id': '0iEtIxbK0KxaSlF7G42ZOp', 'name': 'Metro Boomin', 'type': 'artist', 'uri': 'spotify:artist:0iEtIxbK0KxaSlF7G42ZOp'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg'}, 'href': 'https://api.spotify.com/v1/artists/2YZyLoL8N0Wb9xBt1NhZWg', 'id': '2YZyLoL8N0Wb9xBt1NhZWg', 'name': 'Kendrick Lamar', 'type': 'artist', 'uri': 'spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg'}]",267.706,2tudvzsrR56uom6smgOcSf,Like That,88,,,,,"['Future', 'Metro Boomin', 'Kendrick Lamar']"
single,https://open.spotify.com/album/5mjZOTY784uDQDFSXNNlTF,soon.,2017-12-13,5,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4Xj0nxVO4r7PLEaw7LRiBa'}, 'href': 'https://api.spotify.com/v1/artists/4Xj0nxVO4r7PLEaw7LRiBa', 'id': '4Xj0nxVO4r7PLEaw7LRiBa', 'name': 'melvitto', 'type': 'artist', 'uri': 'spotify:artist:4Xj0nxVO4r7PLEaw7LRiBa'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2sEUjEtnqBphiYquoNfV62'}, 'href': 'https://api.spotify.com/v1/artists/2sEUjEtnqBphiYquoNfV62', 'id': '2sEUjEtnqBphiYquoNfV62', 'name': 'Gabzy', 'type': 'artist', 'uri': 'spotify:artist:2sEUjEtnqBphiYquoNfV62'}]",247.299,3lMM7eyZ5SeYK1SoZCnmA4,Stay (feat. Gabzy),64,,,,,"['melvitto', 'Gabzy']"
album,https://open.spotify.com/album/0waAfKYTW2g5VAsmbPDbjP,Indépendance,2021-12-10,23,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3IW7ScrzXmPvZhB27hmfgy'}, 'href': 'https://api.spotify.com/v1/artists/3IW7ScrzXmPvZhB27hmfgy', 'id': '3IW7ScrzXmPvZhB27hmfgy', 'name': 'Jul', 'type': 'artist', 'uri': 'spotify:artist:3IW7ScrzXmPvZhB27hmfgy'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6W5uA6CNMf3hd2j4a2XWCx'}, 'href': 'https://api.spotify.com/v1/artists/6W5uA6CNMf3hd2j4a2XWCx', 'id': '6W5uA6CNMf3hd2j4a2XWCx', 'name': 'Naps', 'type': 'artist', 'uri': 'spotify:artist:6W5uA6CNMf3hd2j4a2XWCx'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4az97MtWmBQ5Db3GfDh9j9'}, 'href': 'https://api.spotify.com/v1/artists/4az97MtWmBQ5Db3GfDh9j9', 'id': '4az97MtWmBQ5Db3GfDh9j9', 'name': 'Morad', 'type': 'artist', 'uri': 'spotify:artist:4az97MtWmBQ5Db3GfDh9j9'}]",315.466,1Nht2kJWRqq6upZCOTKsSA,Toda la noche,52,,,,,"['Jul', 'Naps', 'Morad']"
single,https://open.spotify.com/album/7IdlBOwOeXlriuPRozrkKz,Twin (feat. Lil Durk),2022-11-14,1,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/757aE44tKEUQEqRuT6GnEB'}, 'href': 'https://api.spotify.com/v1/artists/757aE44tKEUQEqRuT6GnEB', 'id': '757aE44tKEUQEqRuT6GnEB', 'name': 'Roddy Ricch', 'type': 'artist', 'uri': 'spotify:artist:757aE44tKEUQEqRuT6GnEB'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3hcs9uc56yIGFCSy9leWe7'}, 'href': 'https://api.spotify.com/v1/artists/3hcs9uc56yIGFCSy9leWe7', 'id': '3hcs9uc56yIGFCSy9leWe7', 'name': 'Lil Durk', 'type': 'artist', 'uri': 'spotify:artist:3hcs9uc56yIGFCSy9leWe7'}]",148.855,5B40Td13cDQ4adeAiLf8Z4,Twin (feat. Lil Durk),50,,,,,"['Roddy Ricch', 'Lil Durk']"
single,https://open.spotify.com/album/4ntmlHBzgMG6ULr2KlIEsy,Juuro (2024 Remastered Version),2024-05-04,1,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7nV30LFK1iRPbSIYGUKUBO'}, 'href': 'https://api.spotify.com/v1/artists/7nV30LFK1iRPbSIYGUKUBO', 'id': '7nV30LFK1iRPbSIYGUKUBO', 'name': 'Ismaipmusic', 'type': 'artist', 'uri': 'spotify:artist:7nV30LFK1iRPbSIYGUKUBO'}]",141.714,2liyZk3pchi1Fmkm5n2CHq,Juuro - 2024 Remastered Version,33,,,,,['Ismaipmusic']
single,https://open.spotify.com/album/5xAj5kbVXsgsD5GlC5lBpU,ISII SISIN,2024-02-09,1,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0QVytoepb5oFP7J8VPA1MI'}, 'href': 'https://api.spotify.com/v1/artists/0QVytoepb5oFP7J8VPA1MI', 'id': '0QVytoepb5oFP7J8VPA1MI', 'name': 'Didi Naji', 'type': 'artist', 'uri': 'spotify:artist:0QVytoepb5oFP7J8VPA1MI'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/75sKcgHb4874wuQwCSldX1'}, 'href': 'https://api.spotify.com/v1/artists/75sKcgHb4874wuQwCSldX1', 'id': '75sKcgHb4874wuQwCSldX1', 'name': 'Ismaipmusic', 'type': 'artist', 'uri': 'spotify:artist:75sKcgHb4874wuQwCSldX1'}]",191.067,6HQwtgJCBxSZKcHHDXVlZO,ISII SISIN,33,,,,,"['Didi Naji', 'Ismaipmusic']"
single,https://open.spotify.com/album/7FqycjRwsdKXLPtSJcfL4W,30 Sanno,2023-10-27,1,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4SllpFxwa14CeJf4LMkiXZ'}, 'href': 'https://api.spotify.com/v1/artists/4SllpFxwa14CeJf4LMkiXZ', 'id': '4SllpFxwa14CeJf4LMkiXZ', 'name': 'Sharma Boy', 'type': 'artist', 'uri': 'spotify:artist:4SllpFxwa14CeJf4LMkiXZ'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/54WpCv1QqlM2R87ZPgPcZF'}, 'href': 'https://api.spotify.com/v1/artists/54WpCv1QqlM2R87ZPgPcZF', 'id': '54WpCv1QqlM2R87ZPgPcZF', 'name': 'Neggy', 'type': 'artist', 'uri': 'spotify:artist:54WpCv1QqlM2R87ZPgPcZF'}]",314.749,0rSWmLL6fICJ0KXmNvZQbd,30 Sanno,21,,,,,"['Sharma Boy', 'Neggy']"
single,https://open.spotify.com/album/77HpsjuhHrcZhIp0PyiROw,Una Noche en Medellín,2022-01-21,1,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1Yj5Xey7kTwvZla8sqdsdE'}, 'href': 'https://api.spotify.com/v1/artists/1Yj5Xey7kTwvZla8sqdsdE', 'id': '1Yj5Xey7kTwvZla8sqdsdE', 'name': 'Cris Mj', 'type': 'artist', 'uri': 'spotify:artist:1Yj5Xey7kTwvZla8sqdsdE'}]",153.75,0lREs0EdgrMQQKw00yx0Ct,Una Noche en Medellín,79,,,,,['Cris Mj']
single,https://open.spotify.com/album/5tSQtQGkrCJx3hoQxmLgfM,Gata Only,2024-02-02,1,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7CvTknweLr9feJtRGrpDBy'}, 'href': 'https://api.spotify.com/v1/artists/7CvTknweLr9feJtRGrpDBy', 'id': '7CvTknweLr9feJtRGrpDBy', 'name': 'FloyyMenor', 'type': 'artist', 'uri': 'spotify:artist:7CvTknweLr9feJtRGrpDBy'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1Yj5Xey7kTwvZla8sqdsdE'}, 'href': 'https://api.spotify.com/v1/artists/1Yj5Xey7kTwvZla8sqdsdE', 'id': '1Yj5Xey7kTwvZla8sqdsdE', 'name': 'Cris Mj', 'type': 'artist', 'uri': 'spotify:artist:1Yj5Xey7kTwvZla8sqdsdE'}]",222.0,6XjDF6nds4DE2BBbagZol6,Gata Only,94,,,,,"['FloyyMenor', 'Cris Mj']"
single,https://open.spotify.com/album/5OOVp8NFXAklfbzh5BcLzx,Get In With Me,2024-01-19,2,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/23xFbA9rYgRX8mreqysWPc'}, 'href': 'https://api.spotify.com/v1/artists/23xFbA9rYgRX8mreqysWPc', 'id': '23xFbA9rYgRX8mreqysWPc', 'name': 'BossMan Dlow', 'type': 'artist', 'uri': 'spotify:artist:23xFbA9rYgRX8mreqysWPc'}]",120.792,4iEoDBAgMJIzest7VsDgmT,Get In With Me,64,,,,,['BossMan Dlow']
single,https://open.spotify.com/album/45GIEj8DhZu8zUPTWokULu,Something Else,2021-02-19,5,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4TAoP0f9OuWZUesao43xUW'}, 'href': 'https://api.spotify.com/v1/artists/4TAoP0f9OuWZUesao43xUW', 'id': '4TAoP0f9OuWZUesao43xUW', 'name': 'Mr Eazi', 'type': 'artist', 'uri': 'spotify:artist:4TAoP0f9OuWZUesao43xUW'}]",119.29,5PRU9ErsMVSRNzDeczXanb,Saudi Arabia,45,,,,,['Mr Eazi']
album,https://open.spotify.com/album/4aZ5mACoXg9oVBAX08u4fv,God is Bigger Than Man,2021-11-26,7,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/72Z2AhMKpxZjLNnPMyinUE'}, 'href': 'https://api.spotify.com/v1/artists/72Z2AhMKpxZjLNnPMyinUE', 'id': '72Z2AhMKpxZjLNnPMyinUE', 'name': 'Skiibii', 'type': 'artist', 'uri': 'spotify:artist:72Z2AhMKpxZjLNnPMyinUE'}]",146.729,64b6EiCQT4RtPTNQw3OHYZ,Tinga,40,,,,,['Skiibii']
single,https://open.spotify.com/album/6SHZjDJD8769qn7l5kGp4r,Boucan (feat. Franglish),2024-04-25,1,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7x3eTVPlBiPjXHn3qotY86'}, 'href': 'https://api.spotify.com/v1/artists/7x3eTVPlBiPjXHn3qotY86', 'id': '7x3eTVPlBiPjXHn3qotY86', 'name': 'KeBlack', 'type': 'artist', 'uri': 'spotify:artist:7x3eTVPlBiPjXHn3qotY86'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4uJNQGa3L2frXDxwgouTIw'}, 'href': 'https://api.spotify.com/v1/artists/4uJNQGa3L2frXDxwgouTIw', 'id': '4uJNQGa3L2frXDxwgouTIw', 'name': 'Franglish', 'type': 'artist', 'uri': 'spotify:artist:4uJNQGa3L2frXDxwgouTIw'}]",171.216,6jElwivDtkQUv9QFGrdN26,Boucan (feat. Franglish),76,,,,,"['KeBlack', 'Franglish']"
single,https://open.spotify.com/album/4M8ThNHbNjda2cPwL8XZHS,Move,2024-06-07,1,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2loEsOijJ6XiGzWYFXMIRk'}, 'href': 'https://api.spotify.com/v1/artists/2loEsOijJ6XiGzWYFXMIRk', 'id': '2loEsOijJ6XiGzWYFXMIRk', 'name': 'Adam Port', 'type': 'artist', 'uri': 'spotify:artist:2loEsOijJ6XiGzWYFXMIRk'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6XjgqvaVLUib6lCerbZrYD'}, 'href': 'https://api.spotify.com/v1/artists/6XjgqvaVLUib6lCerbZrYD', 'id': '6XjgqvaVLUib6lCerbZrYD', 'name': 'Stryv', 'type': 'artist', 'uri': 'spotify:artist:6XjgqvaVLUib6lCerbZrYD'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/26WKgv73kRHD0gEDKD1i8j'}, 'href': 'https://api.spotify.com/v1/artists/26WKgv73kRHD0gEDKD1i8j', 'id': '26WKgv73kRHD0gEDKD1i8j', 'name': 'Keinemusik', 'type': 'artist', 'uri': 'spotify:artist:26WKgv73kRHD0gEDKD1i8j'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2yyaNPcdxZcn4iutCcLMaC'}, 'href': 'https://api.spotify.com/v1/artists/2yyaNPcdxZcn4iutCcLMaC', 'id': '2yyaNPcdxZcn4iutCcLMaC', 'name': 'Orso', 'type': 'artist', 'uri': 'spotify:artist:2yyaNPcdxZcn4iutCcLMaC'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/37lTKHi901VnwngQ7C8noT'}, 'href': 'https://api.spotify.com/v1/artists/37lTKHi901VnwngQ7C8noT', 'id': '37lTKHi901VnwngQ7C8noT', 'name': 'Malachiii', 'type': 'artist', 'uri': 'spotify:artist:37lTKHi901VnwngQ7C8noT'}]",177.598,1BJJbSX6muJVF2AK7uH1x4,Move,91,,,,,"['Adam Port', 'Stryv', 'Keinemusik', 'Orso', 'Malachiii']"
single,https://open.spotify.com/album/6SHZjDJD8769qn7l5kGp4r,Boucan (feat. Franglish),2024-04-25,1,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7x3eTVPlBiPjXHn3qotY86'}, 'href': 'https://api.spotify.com/v1/artists/7x3eTVPlBiPjXHn3qotY86', 'id': '7x3eTVPlBiPjXHn3qotY86', 'name': 'KeBlack', 'type': 'artist', 'uri': 'spotify:artist:7x3eTVPlBiPjXHn3qotY86'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4uJNQGa3L2frXDxwgouTIw'}, 'href': 'https://api.spotify.com/v1/artists/4uJNQGa3L2frXDxwgouTIw', 'id': '4uJNQGa3L2frXDxwgouTIw', 'name': 'Franglish', 'type': 'artist', 'uri': 'spotify:artist:4uJNQGa3L2frXDxwgouTIw'}]",171.216,6jElwivDtkQUv9QFGrdN26,Boucan (feat. Franglish),76,,,,,"['KeBlack', 'Franglish']"
single,https://open.spotify.com/album/4M8ThNHbNjda2cPwL8XZHS,Move,2024-06-07,1,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2loEsOijJ6XiGzWYFXMIRk'}, 'href': 'https://api.spotify.com/v1/artists/2loEsOijJ6XiGzWYFXMIRk', 'id': '2loEsOijJ6XiGzWYFXMIRk', 'name': 'Adam Port', 'type': 'artist', 'uri': 'spotify:artist:2loEsOijJ6XiGzWYFXMIRk'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6XjgqvaVLUib6lCerbZrYD'}, 'href': 'https://api.spotify.com/v1/artists/6XjgqvaVLUib6lCerbZrYD', 'id': '6XjgqvaVLUib6lCerbZrYD', 'name': 'Stryv', 'type': 'artist', 'uri': 'spotify:artist:6XjgqvaVLUib6lCerbZrYD'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/26WKgv73kRHD0gEDKD1i8j'}, 'href': 'https://api.spotify.com/v1/artists/26WKgv73kRHD0gEDKD1i8j', 'id': '26WKgv73kRHD0gEDKD1i8j', 'name': 'Keinemusik', 'type': 'artist', 'uri': 'spotify:artist:26WKgv73kRHD0gEDKD1i8j'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2yyaNPcdxZcn4iutCcLMaC'}, 'href': 'https://api.spotify.com/v1/artists/2yyaNPcdxZcn4iutCcLMaC', 'id': '2yyaNPcdxZcn4iutCcLMaC', 'name': 'Orso', 'type': 'artist', 'uri': 'spotify:artist:2yyaNPcdxZcn4iutCcLMaC'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/37lTKHi901VnwngQ7C8noT'}, 'href': 'https://api.spotify.com/v1/artists/37lTKHi901VnwngQ7C8noT', 'id': '37lTKHi901VnwngQ7C8noT', 'name': 'Malachiii', 'type': 'artist', 'uri': 'spotify:artist:37lTKHi901VnwngQ7C8noT'}]",177.598,1BJJbSX6muJVF2AK7uH1x4,Move,91,,,,,"['Adam Port', 'Stryv', 'Keinemusik', 'Orso', 'Malachiii']"
single,https://open.spotify.com/album/4M8ThNHbNjda2cPwL8XZHS,Move,2024-06-07,1,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2loEsOijJ6XiGzWYFXMIRk'}, 'href': 'https://api.spotify.com/v1/artists/2loEsOijJ6XiGzWYFXMIRk', 'id': '2loEsOijJ6XiGzWYFXMIRk', 'name': 'Adam Port', 'type': 'artist', 'uri': 'spotify:artist:2loEsOijJ6XiGzWYFXMIRk'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6XjgqvaVLUib6lCerbZrYD'}, 'href': 'https://api.spotify.com/v1/artists/6XjgqvaVLUib6lCerbZrYD', 'id': '6XjgqvaVLUib6lCerbZrYD', 'name': 'Stryv', 'type': 'artist', 'uri': 'spotify:artist:6XjgqvaVLUib6lCerbZrYD'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/26WKgv73kRHD0gEDKD1i8j'}, 'href': 'https://api.spotify.com/v1/artists/26WKgv73kRHD0gEDKD1i8j', 'id': '26WKgv73kRHD0gEDKD1i8j', 'name': 'Keinemusik', 'type': 'artist', 'uri': 'spotify:artist:26WKgv73kRHD0gEDKD1i8j'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2yyaNPcdxZcn4iutCcLMaC'}, 'href': 'https://api.spotify.com/v1/artists/2yyaNPcdxZcn4iutCcLMaC', 'id': '2yyaNPcdxZcn4iutCcLMaC', 'name': 'Orso', 'type': 'artist', 'uri': 'spotify:artist:2yyaNPcdxZcn4iutCcLMaC'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/37lTKHi901VnwngQ7C8noT'}, 'href': 'https://api.spotify.com/v1/artists/37lTKHi901VnwngQ7C8noT', 'id': '37lTKHi901VnwngQ7C8noT', 'name': 'Malachiii', 'type': 'artist', 'uri': 'spotify:artist:37lTKHi901VnwngQ7C8noT'}]",177.598,1BJJbSX6muJVF2AK7uH1x4,Move,91,,,,,"['Adam Port', 'Stryv', 'Keinemusik', 'Orso', 'Malachiii']"
single,https://open.spotify.com/album/57ejAmwWLxZD6qviYZ9etd,Komando,2023-11-10,1,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0ywwwX8jcXj6HW4l0xOzMC'}, 'href': 'https://api.spotify.com/v1/artists/0ywwwX8jcXj6HW4l0xOzMC', 'id': '0ywwwX8jcXj6HW4l0xOzMC', 'name': 'G Nako', 'type': 'artist', 'uri': 'spotify:artist:0ywwwX8jcXj6HW4l0xOzMC'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3cAisWS37sGCCtRgWfvrod'}, 'href': 'https://api.spotify.com/v1/artists/3cAisWS37sGCCtRgWfvrod', 'id': '3cAisWS37sGCCtRgWfvrod', 'name': 'Diamond Platnumz', 'type': 'artist', 'uri': 'spotify:artist:3cAisWS37sGCCtRgWfvrod'}]",188.571,4H8j1OrVUVGk9b7lkyfJHf,Komando,42,,,,,"['G Nako', 'Diamond Platnumz']"
single,https://open.spotify.com/album/4M8ThNHbNjda2cPwL8XZHS,Move,2024-06-07,1,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2loEsOijJ6XiGzWYFXMIRk'}, 'href': 'https://api.spotify.com/v1/artists/2loEsOijJ6XiGzWYFXMIRk', 'id': '2loEsOijJ6XiGzWYFXMIRk', 'name': 'Adam Port', 'type': 'artist', 'uri': 'spotify:artist:2loEsOijJ6XiGzWYFXMIRk'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6XjgqvaVLUib6lCerbZrYD'}, 'href': 'https://api.spotify.com/v1/artists/6XjgqvaVLUib6lCerbZrYD', 'id': '6XjgqvaVLUib6lCerbZrYD', 'name': 'Stryv', 'type': 'artist', 'uri': 'spotify:artist:6XjgqvaVLUib6lCerbZrYD'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/26WKgv73kRHD0gEDKD1i8j'}, 'href': 'https://api.spotify.com/v1/artists/26WKgv73kRHD0gEDKD1i8j', 'id': '26WKgv73kRHD0gEDKD1i8j', 'name': 'Keinemusik', 'type': 'artist', 'uri': 'spotify:artist:26WKgv73kRHD0gEDKD1i8j'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2yyaNPcdxZcn4iutCcLMaC'}, 'href': 'https://api.spotify.com/v1/artists/2yyaNPcdxZcn4iutCcLMaC', 'id': '2yyaNPcdxZcn4iutCcLMaC', 'name': 'Orso', 'type': 'artist', 'uri': 'spotify:artist:2yyaNPcdxZcn4iutCcLMaC'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/37lTKHi901VnwngQ7C8noT'}, 'href': 'https://api.spotify.com/v1/artists/37lTKHi901VnwngQ7C8noT', 'id': '37lTKHi901VnwngQ7C8noT', 'name': 'Malachiii', 'type': 'artist', 'uri': 'spotify:artist:37lTKHi901VnwngQ7C8noT'}]",177.598,1BJJbSX6muJVF2AK7uH1x4,Move,91,,,,,"['Adam Port', 'Stryv', 'Keinemusik', 'Orso', 'Malachiii']"
single,https://open.spotify.com/album/4M8ThNHbNjda2cPwL8XZHS,Move,2024-06-07,1,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2loEsOijJ6XiGzWYFXMIRk'}, 'href': 'https://api.spotify.com/v1/artists/2loEsOijJ6XiGzWYFXMIRk', 'id': '2loEsOijJ6XiGzWYFXMIRk', 'name': 'Adam Port', 'type': 'artist', 'uri': 'spotify:artist:2loEsOijJ6XiGzWYFXMIRk'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6XjgqvaVLUib6lCerbZrYD'}, 'href': 'https://api.spotify.com/v1/artists/6XjgqvaVLUib6lCerbZrYD', 'id': '6XjgqvaVLUib6lCerbZrYD', 'name': 'Stryv', 'type': 'artist', 'uri': 'spotify:artist:6XjgqvaVLUib6lCerbZrYD'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/26WKgv73kRHD0gEDKD1i8j'}, 'href': 'https://api.spotify.com/v1/artists/26WKgv73kRHD0gEDKD1i8j', 'id': '26WKgv73kRHD0gEDKD1i8j', 'name': 'Keinemusik', 'type': 'artist', 'uri': 'spotify:artist:26WKgv73kRHD0gEDKD1i8j'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2yyaNPcdxZcn4iutCcLMaC'}, 'href': 'https://api.spotify.com/v1/artists/2yyaNPcdxZcn4iutCcLMaC', 'id': '2yyaNPcdxZcn4iutCcLMaC', 'name': 'Orso', 'type': 'artist', 'uri': 'spotify:artist:2yyaNPcdxZcn4iutCcLMaC'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/37lTKHi901VnwngQ7C8noT'}, 'href': 'https://api.spotify.com/v1/artists/37lTKHi901VnwngQ7C8noT', 'id': '37lTKHi901VnwngQ7C8noT', 'name': 'Malachiii', 'type': 'artist', 'uri': 'spotify:artist:37lTKHi901VnwngQ7C8noT'}]",177.598,1BJJbSX6muJVF2AK7uH1x4,Move,91,,,,,"['Adam Port', 'Stryv', 'Keinemusik', 'Orso', 'Malachiii']"
single,https://open.spotify.com/album/4M8ThNHbNjda2cPwL8XZHS,Move,2024-06-07,1,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2loEsOijJ6XiGzWYFXMIRk'}, 'href': 'https://api.spotify.com/v1/artists/2loEsOijJ6XiGzWYFXMIRk', 'id': '2loEsOijJ6XiGzWYFXMIRk', 'name': 'Adam Port', 'type': 'artist', 'uri': 'spotify:artist:2loEsOijJ6XiGzWYFXMIRk'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6XjgqvaVLUib6lCerbZrYD'}, 'href': 'https://api.spotify.com/v1/artists/6XjgqvaVLUib6lCerbZrYD', 'id': '6XjgqvaVLUib6lCerbZrYD', 'name': 'Stryv', 'type': 'artist', 'uri': 'spotify:artist:6XjgqvaVLUib6lCerbZrYD'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/26WKgv73kRHD0gEDKD1i8j'}, 'href': 'https://api.spotify.com/v1/artists/26WKgv73kRHD0gEDKD1i8j', 'id': '26WKgv73kRHD0gEDKD1i8j', 'name': 'Keinemusik', 'type': 'artist', 'uri': 'spotify:artist:26WKgv73kRHD0gEDKD1i8j'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2yyaNPcdxZcn4iutCcLMaC'}, 'href': 'https://api.spotify.com/v1/artists/2yyaNPcdxZcn4iutCcLMaC', 'id': '2yyaNPcdxZcn4iutCcLMaC', 'name': 'Orso', 'type': 'artist', 'uri': 'spotify:artist:2yyaNPcdxZcn4iutCcLMaC'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/37lTKHi901VnwngQ7C8noT'}, 'href': 'https://api.spotify.com/v1/artists/37lTKHi901VnwngQ7C8noT', 'id': '37lTKHi901VnwngQ7C8noT', 'name': 'Malachiii', 'type': 'artist', 'uri': 'spotify:artist:37lTKHi901VnwngQ7C8noT'}]",177.598,1BJJbSX6muJVF2AK7uH1x4,Move,91,,,,,"['Adam Port', 'Stryv', 'Keinemusik', 'Orso', 'Malachiii']"
